date change,STATUS,voorveerkit,achterveerkit,combikit,MERK,TYPE,Year,FORK HYPERPRO NR,FORK HYPERPRO OIL,OILLEVEL,FORK SPRING PRELOAD,FORK STATIC SAG,FORK COMPRESION,FORK REBOUND,FORK EXTRA INFO,REAR HYPERPRO NR,REAR SPRING PRELOAD,REAR STATIC SAG,REAR COMPRESION,REAR REBOUND,REAR EXTRA INFO,PROD_EXTRA_INF,chassis nummer,eu nummer
,C,,,,YAMAHA,"WR 250  4,8 KG/mm",89-97,,,,,,,,,450-048,,,,,,,,
,C,,,,YAMAHA,"WR 250  5,1 KG/mm",89-97,,,,,,,,,450-051,,,,,,,,
2020-04-24,,SP-YA01-SSA024,,,YAMAHA,XV 125,97-00,2023,SAE 5,100 MM,,,,,,,,,,,,,5AJ,
,C,,,,YAMAHA,"WR 250  5,4 KG/mm",89-97,,,,,,,,,450-054,,,,,,,,
,C,,,,YAMAHA,"WR 250  5,7 KG/mm",89-97,,,,,,,,,450-057,,,,,,,,
2020-04-24,UD,SP-YA01-SSA023UD,,,YAMAHA,TRICITY 125/155,17-20,,,,,,,,,,,,,,,,,
2017-06-02,C,,,,YAMAHA,"WR 250 F 4,8 KG/mm",01-14,,,,,,,,,450-048,,,,,,,,
2020-03-18,UD,SP-YA01-SSA021UD,,,YAMAHA,T135 SPARK /JUPITER  (5YP),2006,1536,,,NOT ADJUSTABLE,,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,"test veer ,passing ruim!",,ME12,
2017-06-02,C,,,,YAMAHA,"WR 250 F 4,5 KG/mm",01-14,,,,,,,,,450-045,,,,,,,,
2017-06-02,C,,,,YAMAHA,"WR 250 F 4,1 KG/mm",01-14,,,,,,,,,450-041,,,,,,,,
2023-03-06,,SP-YA02-SSA032,,,YAMAHA,YZF R25,19-23,1800,SAE 5,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,RG43,
2023-09-06,C,,,,YAMAHA,"YZ 125  3,8 N/mm",22-24,331-038,SAE 5,350 CC,,,,,,,,,,,,,,
2023-09-06,C,,,,YAMAHA,"YZ 125  4,0 N/mm",22-24,331-040,SAE 5,350 CC,,,,,,,,,,,,,,
2023-09-06,C,,,,YAMAHA,"YZ 125  4,2 N/mm",22-24,331-042,SAE 5,350 CC,,,,,,,,,,,,,,
2023-09-06,C,,,,YAMAHA,"YZ 125  4,5 N/mm",22-24,331-045,SAE 5,350 CC,,,,,,,,,,,,,,
2023-09-06,C,,,,YAMAHA,"YZ 125  4,8 N/mm",22-24,331-048,SAE 5,350 CC,,,,,,,,,,,,,,
2023-09-06,C,,,,YAMAHA,"YZ 125  5,1 N/mm",22-24,331-051,SAE 5,350 CC,,,,,,,,,,,,,,
2024-01-08,C,,,,YAMAHA,"YZ 250  3,8 N/mm",22-24,331-038,SAE 5,350 CC,,,,,,,,,,,,,,
2020-03-18,UD,SP-YA01-SSA022UD,,,YAMAHA,T135 SPARK  (4S3),,1537,,,NOT ADJUSTABLE,,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,"test veer ,passing ruim!",,ME12,
2020-12-21,C,,,,YAMAHA,"YZ 125 0,48 KG/mm",06-21,352-048,"SAE 7,5",280 CC,,,,,,,,,,,,,,
2019-04-24,,SL-YA02-SSA005,,,YAMAHA,MT-25 (MT250) LINEAR 9 N/mm,16-19,1246,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2019-04-24,,SL-YA02-SSA006,,,YAMAHA,"MT-25 (MT250) LINEAR 9,5 N/mm",16-19,1247,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2022-04-28,C,,,,YAMAHA,"YZ 125  4,8 KG/mm",88-24,,,,,,,,,450-048,,,,,,,,
2024-01-08,C,,,,YAMAHA,"YZ 250  4,0 N/mm",22-24,331-040,SAE 5,350 CC,,,,,,,,,,,,,,
2022-04-28,C,,,,YAMAHA,"YZ 125  5,4 KG/mm",88-24,,,,,,,,,450-054,,,,,,,,
2022-04-28,C,,,,YAMAHA,"YZ 125  5,7 KG/mm",88-24,,,,,,,,,450-057,,,,,,,,
2022-04-28,C,,,,YAMAHA,"YZ 125  6,0 KG/mm",88-24,,,,,,,,,450-060,,,,,,,,
2020-12-21,C,,,,YAMAHA,"YZ 125 0,38 KG/mm",06-21,352-038,"SAE 7,5",280 CC,,,,,,,,,,,,,,
2020-12-21,C,,,,YAMAHA,"YZ 125 0,40 KG/mm",06-21,352-040,"SAE 7,5",280 CC,,,,,,,,,,,,,,
2019-04-24,,SL-YA02-SSA004,,,YAMAHA,"MT-25 (MT250 ) LINEAR 8,5 N/mm",16-19,1245,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2020-12-21,C,,,,YAMAHA,"YZ 125 0,45 KG/mm",06-21,352-045,"SAE 7,5",280 CC,,,,,,,,,,,,,,
2022-04-28,C,,,,YAMAHA,"YZ 125  4,5 KG/mm",88-24,,,,,,,,,450-045,,,,,,,,
2020-12-21,C,,,,YAMAHA,"YZ 125 0,50 KG/mm",06-21,352-050,"SAE 7,5",280 CC,,,,,,,,,,,,,,
2024-01-08,C,,,,YAMAHA,"YZ 250  4,1 KG/mm",88-24,,,,,,,,,450-041,,,,,,,,
2024-01-08,C,,,,YAMAHA,"YZ 250  4,5 KG/mm",88-24,,,,,,,,,450-045,,,,,,,,
,C,,,,YAMAHA,"WR 250  4,1 KG/mm",89-97,,,,,,,,,450-041,,,,,,,,
2024-01-08,C,,,,YAMAHA,"YZ 250  4,8 KG/mm",88-24,,,,,,,,,450-048,,,,,,,,
2024-01-08,C,,,,YAMAHA,"YZ 250  5,1 KG/mm",88-24,,,,,,,,,450-051,,,,,,,,
2018-01-30,,SP-YA01-SSA019,,,YAMAHA,X-MAX 125,13-17,1609,SAE 15,120 MM,NOT ADJUSTABLE,20 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2018-01-30,,SP-YA02-SSA029,SP-YA02-SSD029,SP-YA02-SSE029,YAMAHA,X-MAX 250,10-16,1609,SAE 15,120 MM,NOT ADJUSTABLE,20 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,1159,POS. 1-2,5 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,TWIN SHOCKS,,SG22,
2021-12-21,C,,,,YAMAHA,"YZ 250 F 0,48 KG/mm",14-22,322-048,"SAE 7,5",300 CC,,,,,,,,,,,,,,
2021-12-21,C,,,,YAMAHA,"YZ 250 F 0,42 KG/mm",14-22,322-042,"SAE 7,5",300 CC,,,,,,,,,,,,,,
2020-12-21,C,,,,YAMAHA,"YZ 125 0,42 KG/mm",06-21,352-042,"SAE 7,5",280 CC,,,,,,,,,,,,,,
2025-10-25,,SL-YA01-SSA001,,,YAMAHA,"MT-125 LINEAR 8,5 N/mm",15-25,1278,SAE 15,140 MM,NOT ADJUSTABLE,19 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,yes the Hyperpro spring should be 15-20 mm shorter then OEM.use tool HP-T57 for opening the left forktube,,,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,needs tool HP-T57 to open the fork,VG5RE115,E13*2002/24*0697
2022-04-28,C,,,,YAMAHA,"YZ 125  5,1 KG/mm",88-24,,,,,,,,,450-051,,,,,,,,
2022-04-28,C,,,,YAMAHA,"YZ 125  4,1 KG/mm",88-24,,,,,,,,,450-041,,,,,,,,
2017-12-15,,SL-YA02-SSA003,,,YAMAHA,"YZF R25 LINEAR 9,5 N/mm",14-17,1247,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2025-10-25,,SL-YA01-SSA002,,,YAMAHA,MT-125 LINEAR 9 N/mm,15-25,1279,SAE 15,140 MM,NOT ADJUSTABLE,18 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,yes the Hyperpro spring should be 15-20 mm shorter then OEM.use tool HP-T57 for opening the left forktube,,,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,needs tool HP-T57 to open the fork,VG5RE115,E13*2002/24*0697
2025-10-25,,SL-YA01-SSA003,,,YAMAHA,"MT-125 LINEAR 9,5 N/mm",15-25,1280,SAE 15,140 MM,NOT ADJUSTABLE,18 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,yes the Hyperpro spring should be 15-20 mm shorter then OEM.use tool HP-T57 for opening the left forktube,,,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,needs tool HP-T57 to open the fork,VG5RE115,E13*2002/24*0697
2025-10-25,,SL-YA01-SSA004,,,YAMAHA,MT-125 LINEAR 10 N/mm,15-25,1281,SAE 15,140 MM,NOT ADJUSTABLE,17 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,yes the Hyperpro spring should be 15-20 mm shorter then OEM.use tool HP-T57 for opening the left forktube,,,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,needs tool HP-T57 to open the fork,VG5RE115,E13*2002/24*0697
2025-01-30,,SL-YA01-SSA005,,,YAMAHA,"YZF-R125 LINEAR 8,5 N/mm",14-25,1278,SAE 15,140 MM,NOT ADJUSTABLE,19 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,yes the Hyperpro spring should be 15-20 mm shorter then OEM.use tool HP-T57 for opening the left forktube,,,,,,,needs tool HP-T57 to open the fork,,
2025-01-30,,SL-YA01-SSA006,,,YAMAHA,YZF-R125 LINEAR 9 N/mm,14-25,1279,SAE 15,140 MM,NOT ADJUSTABLE,18 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,yes the Hyperpro spring should be 15-20 mm shorter then OEM.use tool HP-T57 for opening the left forktube,,,,,,,needs tool HP-T57 to open the fork,,
2025-01-30,,SL-YA01-SSA008,,,YAMAHA,YZF-R125 LINEAR 10 N/mm,14-25,1281,SAE 15,140 MM,NOT ADJUSTABLE,17 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,yes the Hyperpro spring should be 15-20 mm shorter then OEM.use tool HP-T57 for opening the left forktube,,,,,,,needs tool HP-T57 to open the fork,,
2017-12-15,,SL-YA02-SSA001,,,YAMAHA,"YZF R25 LINEAR 8,5 N/mm",14-17,1245,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2017-12-15,,SL-YA02-SSA002,,,YAMAHA,YZF R25 LINEAR 9 N/mm,14-17,1246,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2025-01-30,,SL-YA01-SSA007,,,YAMAHA,"YZF-R125 LINEAR 9,5 N/mm",14-25,1280,SAE 15,140 MM,NOT ADJUSTABLE,18 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,yes the Hyperpro spring should be 15-20 mm shorter then OEM.use tool HP-T57 for opening the left forktube,,,,,,,needs tool HP-T57 to open the fork,,
2017-06-02,C,,,,YAMAHA,"WR 450 F 5,1 KG/mm",03-15,,,,,,,,,450-051,,,,,,,,
2017-12-15,,SP-YA03-SSA007,,,YAMAHA,YZF R3,15-18,1629,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,RH07,e13*2002/24*0741
2014-02-05,UD,SP-YA03-SSA006 ud,,,YAMAHA,XT 350,86-94,2091,"SAE 7,5",200 MM,,45-50 mm,,,REMOVE ORIGINAL 50MM PRELOAD BUSH,,,,,,,,55V,
,,SP-YA03-SSA005,,,YAMAHA,TT 350,86-93,2022,"SAE 7,5",160 MM,,,,,,,,,,,,,1TJ,
,,SP-YA03-SSA004,,,YAMAHA,RD 350 YPVS,83-85,2044,SAE 10,150 MM,,,,,,,,,,,,,31K,D 035
2020-06-18,,SP-YA03-SSA003,,,YAMAHA,RD 350 LC,80-82,2072,SAE 10,140 MM,,,,,,,,,,,,4 LO/4 L1,4L1/4L0,B 738 / B 737
,,SP-YA03-SSA001,SP-YA03-SSB001,SP-YA03-SSC001,YAMAHA,RD (RZ) 350 LCF (FORK D=35MM),86 - 90,0151,SAE 15,140 MM,"NO PRESSURE, 0 BAR",23 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,0259,1 TO 4 (OUT OF 7),10 - 15 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,
2017-06-02,C,,,,YAMAHA,"WR 450 F 4,5 KG/mm",03-15,,,,,,,,,450-045,,,,,,,,
2019-03-18,,SP-YA03-SSA008,,,YAMAHA,MT-03 (MTN320),16-19,1629,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,RH07,e13*2002/24*0741
2017-11-30,C,,,,YAMAHA,"WR 450 F 0,48 KG/mm",12-15,352-048,"SAE 7,5",120 MM,,,,,,,,,,,,,,
2017-06-02,C,,,,YAMAHA,"WR 450 F 6,0 KG/mm",03-15,,,,,,,,,450-060,,,,,,,,
2017-06-02,C,,,,YAMAHA,"WR 450 F 4,8 KG/mm",03-15,,,,,,,,,450-048,,,,,,,,
2017-06-02,C,,,,YAMAHA,"WR 450 F 5,4 KG/mm",03-15,,,,,,,,,450-054,,,,,,,,
2017-06-02,C,,,,YAMAHA,"WR 450 F 5,7 KG/mm",03-15,,,,,,,,,450-057,,,,,,,,
2017-11-30,C,,,,YAMAHA,"WR 450 F 0,38 KG/mm",12-15,352-038,"SAE 7,5",120 MM,,,,,,,,,,,,,,
2017-11-30,C,,,,YAMAHA,"WR 450 F 0,40 KG/mm",12-15,352-040,"SAE 7,5",120 MM,,,,,,,,,,,,,,
2017-06-02,C,,,,YAMAHA,"WR 450 F 4,1 KG/mm",03-15,,,,,,,,,450-041,,,,,,,,
2017-11-30,C,,,,YAMAHA,"WR 450 F 0,42 KG/mm",12-15,352-042,"SAE 7,5",120 MM,,,,,,,,,,,,,,
2017-11-30,C,,,,YAMAHA,"WR 450 F 0,45 KG/mm",12-15,352-045,"SAE 7,5",120 MM,,,,,,,,,,,,,,
2021-12-21,C,,,,YAMAHA,"YZ 450 F 0,48 KG/mm",14-22,322-048,"SAE 7,5",120 MM,,,,,,,,,,,,,,
2013-04-26,,SL-YA05-SSA001,,,YAMAHA,"XP 500 Tmax (ABS) 41 MM FORK linear 8,5 N/mm",04-07,1274,SAE 15,150 MM,,21 MM,,,use original 145mm preload bush,,,,,,,,,
,C,,,,YAMAHA,"YZ 450 F 4,1 KG/mm",03-09,,,,,,,,,450-041,,,,,,,,
2017-12-15,,SL-YA03-SSA001,,,YAMAHA,"YZF R3 LINEAR 8,5 N/mm",15-18,1245,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,RH07,e13*2002/24*0741
2017-12-15,,SL-YA03-SSA002,,,YAMAHA,YZF R3 LINEAR 9 N/mm,15-18,1246,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,RH07,e13*2002/24*0741
2017-12-15,,SL-YA03-SSA003,,,YAMAHA,"YZF R3 LINEAR 9,5 N/mm",15-18,1247,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,RH07,e13*2002/24*0741
2019-03-18,,SL-YA03-SSA004,,,YAMAHA,"MT-03 (MTN320 ) LINEAR 8,5 N/mm",16-19,1245,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,RH07,e13*2002/24*0741
2019-03-18,,SL-YA03-SSA005,,,YAMAHA,MT-03 (MTN320) LINEAR 9 N/mm,16-19,1246,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,RH07,e13*2002/24*0741
2019-03-18,,SL-YA03-SSA006,,,YAMAHA,"MT-03 (MTN320) LINEAR 9,5 N/mm",16-19,1247,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,RH07,e13*2002/24*0741
,,SL-YA04-SSA001,,,YAMAHA,"FZ 400 LINEAR 8,5 N/mm",97 >,1278,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT FORKS 15 MM THROUGH UPPER TRIPLE CLAMP,,,,,,,,,
,,SL-YA04-SSA002,,,YAMAHA,FZ 400 LINEAR 9 N/mm,97 >,1279,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT FORKS 15 MM THROUGH UPPER TRIPLE CLAMP,,,,,,,,,
2021-12-21,C,,,,YAMAHA,"YZ 450 F 0,42 KG/mm",14-22,322-042,"SAE 7,5",120 MM,,,,,,,,,,,,,,
,,SL-YA04-SSA004,,,YAMAHA,FZ 400 LINEAR 10 N/mm,97 >,1281,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT FORKS 15 MM THROUGH UPPER TRIPLE CLAMP,,,,,,,,,
,C,,,,YAMAHA,"YZ 450 F 5,1 KG/mm",03-09,,,,,,,,,450-051,,,,,,,,
2013-04-26,,SL-YA05-SSA002,,,YAMAHA,XP 500 Tmax (ABS) 41 MM FORK linear 9 N/mm,04-07,1275,SAE 15,150 MM,,20 MM,,,use original 145mm preload bush,,,,,,,,,
2013-04-26,,SL-YA05-SSA003,,,YAMAHA,"XP 500 Tmax (ABS) 41 MM FORK linear 9,5 N/mm",04-07,1276,SAE 15,150 MM,,19 MM,,,use original 145mm preload bush,,,,,,,,,
2013-04-26,,SL-YA05-SSA004,,,YAMAHA,XP 500 Tmax (ABS) 41 MM FORK linear 10 N/mm,04-07,1277,SAE 15,150 MM,,18 MM,,,use original 145mm preload bush,,,,,,,,,
,C,,,,YAMAHA,"YZ 450 F 0,50 KG/mm",06-09,352-050,"SAE 7,5",300 CC,,,,,,,,,,,,,,
,C,,,,YAMAHA,"YZ 450 F 0,48 KG/mm",06-09,352-048,"SAE 7,5",300 CC,,,,,,,,,,,,,,
2019-03-18,ud,SP-YA04-SSA016ud,,,YAMAHA,X-MAX 400,18-20,,,,,,,,,,,,,,,,,
,C,,,,YAMAHA,"YZ 450 F 0,45 KG/mm",06-09,352-045,"SAE 7,5",300 CC,,,,,,,,,,,,,,
2021-09-03,C,,,,YAMAHA,"WR 450 F 6,0 KG/mm",16-21,,,,,,,,,460-060,,,,,,,,
2021-09-03,C,,,,YAMAHA,"WR 450 F 5,7 KG/mm",16-21,,,,,,,,,460-057,,,,,,,,
2021-09-03,C,,,,YAMAHA,"WR 450 F 5,4 KG/mm",16-21,,,,,,,,,460-054,,,,,,,,
,,SL-YA04-SSA003,,,YAMAHA,"FZ 400 LINEAR 9,5 N/mm",97 >,1280,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT FORKS 15 MM THROUGH UPPER TRIPLE CLAMP,,,,,,,,,
2023-09-06,C,,,,YAMAHA,"WR 450 F  5,1 N/mm",17-23,331-051,SAE 5,340 CC,,,,,,,,,,,,,,
2020-04-24,,SP-YA04-SSA020,,,YAMAHA,XVS 400 C  DRAG STAR CLASSIC,98-17,1409,SAE 20,130 MM,NOT ADJUSTABLE,35mm,NOT ADJUSTABLE,NOT ADJUSTABLE,yes the hyperpro spring should be 40mm shorter to get normal 20mm preload,,,,,,,,,
2020-04-24,,SP-YA04-SSA019,,,YAMAHA,XV 400 Virago,91-92,0075,SAE 10,180 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,3JB,
2020-04-24,,SP-YA05-SSA019,,,YAMAHA,XV 500 (S),92-98,0075,SAE 10,180 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,4FT,
2020-04-24,,SP-YA05-SSA018,SP-YA05-SSB018,SP-YA05-SSC018,YAMAHA,XT 500 E,90-02,0540,SAE 15,200 MM,NOT ADJUSTABLE,32 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,!REMOVE STANDARD SPACER; LENGTH =150 MM( NEW MODEL 140MM),0541,NOT ADJUSTABLE,28 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,4DW,
2020-04-24,,SP-YA04-SSA018,,,YAMAHA,XT 400 E Artesia,91-92,0540,SAE 15,200 MM,NOT ADJUSTABLE,32 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,!REMOVE STANDARD SPACER; LENGTH =150 MM( NEW MODEL 140MM),,,,,,,,4DW,
2023-12-13,,SP-YA03-SSA012,,,YAMAHA,MT-03,20-24,1800,SAE 5,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2025-01-30,,SP-YA03-SSA011,,,YAMAHA,YZF R3,19-25,1800,SAE 5,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,RG43,
2023-09-06,C,,,,YAMAHA,"WR 450 F  3,8 N/mm",17-23,331-038,SAE 5,340 CC,,,,,,,,,,,,,,
2023-09-06,C,,,,YAMAHA,"WR 450 F  4,0 N/mm",17-23,331-040,SAE 5,340 CC,,,,,,,,,,,,,,
2023-09-06,C,,,,YAMAHA,"WR 450 F  4,2 N/mm",17-23,331-042,SAE 5,340 CC,,,,,,,,,,,,,,
,C,,,,YAMAHA,"YZ 450 F 4,5 KG/mm",03-09,,,,,,,,,450-045,,,,,,,,
2023-09-06,C,,,,YAMAHA,"WR 450 F  4,8 N/mm",17-23,331-048,SAE 5,340 CC,,,,,,,,,,,,,,
,C,,,,YAMAHA,"YZ 450 F 4,8 KG/mm",03-09,,,,,,,,,450-048,,,,,,,,
2023-09-06,C,,,,YAMAHA,"WR 450 F  5,4 N/mm",17-23,331-054,SAE 5,340 CC,,,,,,,,,,,,,,
2023-09-06,C,,,,YAMAHA,"YZ 450 F  4,4 N/mm",10-13,356-045,"SAE 7,5",300 CC,,,,,,,,,,,,,,
2023-09-06,C,,,,YAMAHA,"YZ 450 F  4,7 N/mm",10-13,356-048,"SAE 7,5",300 CC,,,,,,,,,,,,,,
2023-09-06,C,,,,YAMAHA,"YZ 450 F  4,9 N/mm",10-13,356-050,"SAE 7,5",300 CC,,,,,,,,,,,,,,
2025-09-16,,,SP-YA03-SSD013,,YAMAHA,TRICITY 300,20-25,,,,,,,,,1678,POS 1-2,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,SH20,e13*168/2023*00907
,C,,,,YAMAHA,"YZ 450 F 6,0 KG/mm",03-09,,,,,,,,,450-060,,,,,,,,
,C,,,,YAMAHA,"YZ 450 F 5,7 KG/mm",03-09,,,,,,,,,450-057,,,,,,,,
,C,,,,YAMAHA,"YZ 450 F 5,4 KG/mm",03-09,,,,,,,,,450-054,,,,,,,,
2019-04-24,L,,SP-YA03-SSB015,,YAMAHA,MT-03 (MTN320) 25mm lower,16-19,,,,,,,,,1357,POS 1,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,RH07,e13*2002/24*0741
2021-09-03,C,,,,YAMAHA,"WR 450 F 4,5 KG/mm",16-21,,,,,,,,,460-045,,,,,,,,
2023-09-06,C,,,,YAMAHA,"WR 450 F  4,5 N/mm",17-23,331-045,SAE 5,340 CC,,,,,,,,,,,,,,
,,SP-YA04-SSA010,,,YAMAHA,SRX 400,85-89,0171,SAE 5,140 MM,,,,,,,,,,,,,1 XM/1 XL,
2017-12-15,L,,SP-YA03-SSB016,,YAMAHA,YZF R3 25mm lower,15-18,,,,,,,,,1357,POS 1,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,RH07,e13*2002/24*0741
2021-09-03,C,,,,YAMAHA,"WR 450 F 5,1 KG/mm",16-21,,,,,,,,,460-051,,,,,,,,
,,SP-YA05-SSA005,,,YAMAHA,SR 500,78-98,0328,SAE 20,150 MM,,,,,,,,,,,,,2J2/48T,A 653 / D 392
,,SP-YA05-SSA004,,,YAMAHA,RD 500 LC,84>,1049,SAE 15,170 MM,,,,,,,,,,,,,47X/1GE,D 769 / D 467
2016-07-08,,SP-YA05-SSA003,SP-YA05-SSB003,SP-YA05-SSC003,YAMAHA,XP 500 Tmax (ABS) 41 MM FORK,04-07,1176,SAE 15,150 MM,,25 MM,,,,1561,,5-10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,"If fitment is tight, remove the plastic sleeve in the shock.",,SC03,
,,SP-YA05-SSA002,,,YAMAHA,XP 500 Tmax  38 MM FORK,00-03,0371,SAE 15,150 MM,,25 MM,,,,,,10 MM,,,,,SJ01,
2020-03-12,,SP-YA04-SSA015,,,YAMAHA,X-MAX 400,13-17,1609,SAE 15,125 MM,,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,YES THE HYPERPRO SPRING SHOULD BE 10-15 MM SHORTER THE OEM,,,,,,,,,
,,SP-YA04-SSA014,,,YAMAHA,XS 400 SE,80-81,2072,SAE 10,140 MM,,,,,,,,,,,,,4G5,B 677
2016-11-14,,SP-YA04-SSA013,,,YAMAHA,WR 400/426/450 F,98-04,2097,SAE 10,130 MM,,,,,,,,,,,,,CH 04,
2021-09-03,C,,,,YAMAHA,"WR 450 F 4,8 KG/mm",16-21,,,,,,,,,460-048,,,,,,,,
,,SP-YA04-SSA011,,,YAMAHA,XS 400 DOHC,82>,2082,SAE 10,140 MM,,,,,,,,,,,,,12E,C 601
2017-12-15,L,,SP-YA02-SSB025,,YAMAHA,YZF R25 25mm lower,14-17,,,,,,,,,1357,POS 1,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,
,,SP-YA04-SSA009,,,YAMAHA,FZR 400,86>,0307,SAE 10,130 MM,,,,,,,,,,,,,3 TJ2,
,,SP-YA04-SSA008,,,YAMAHA,FZR 400 SP,90-94,2021,SAE 10,120 MM,,,,,,,,,,,,,3 TJ2,
,,SP-YA04-SSA007,SP-YA04-SSB007,SP-YA04-SSC007,YAMAHA,WR 450 F SUPERMOTARD,03-04,1080,"SAE 7,5",130 MM,NOT ADJUSTABLE,35 MM,8-10 KLICKS,9-11 KLICKS,,1054,6-7 MM,35 MM,"1,2 TURN(OUTER)",6-7 KLICKS,"H Compression 1,2 turn(outer) I Compression 7 klicks (inner)",,CJ 04 W,
2021-10-12,,SP-YA04-SSA006,SP-YA04-SSD006,SP-YA04-SSE006,YAMAHA,SR 400 DISC BRAKE,01-21,1045,SAE 20,150 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,0329,POS 1 - 3,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,RH01J,
,,SP-YA04-SSA005,SP-YA04-SSB005,SP-YA04-SSC005,YAMAHA,FZ 400,1997,0402,SAE 15,140 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT FORKS 15 MM THROUGH UPPER TRIPLE CLAMP,0347,POS. 4 - 5,11 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,
